"사용일자","호선명","역명","승차총승객수","하차총승객수","등록일자"
"20210509","5호선","청구","1682","1510","20210512"
"20210509","6호선","청구","1581","1639","20210512"
"20210509","7호선","청담","5961","6303","20210512"
"20210509","공항철도 1호선","청라국제도시","3225","3037","20210512"
"20210509","1호선","청량리(서울시립대입구)","12620","12275","20210512"
"20210509","경원선","청량리(서울시립대입구)","13153","11925","20210512"
"20210509","분당선","청명","1838","1871","20210512"
"20210509","경춘선","청평","1836","1412","20210512"
"20210509","경강선","초월","1598","1558","20210512"
"20210509","안산선","초지","2399","2188","20210512"
"20210509","4호선","총신대입구(이수)","9617","10355","20210512"
"20210509","7호선","춘의","3317","3066","20210512"
"20210509","경춘선","춘천","1976","1617","20210512"
"20210509","4호선","충무로","7906","8122","20210512"
"20210509","2호선","충정로(경기대입구)","3166","3429","20210512"
"20210509","5호선","충정로(경기대입구)","1302","1363","20210512"
"20210509","경의선","탄현","4119","3749","20210512"
"20210509","7호선","태릉입구","4803","4625","20210512"
"20210509","6호선","태릉입구","2937","3148","20210512"
"20210509","분당선","태평","7731","7656","20210512"
"20210509","경춘선","퇴계원","2094","1988","20210512"
"20210509","경의선","파주","731","643","20210512"
"20210509","경강선","판교","2167","2098","20210512"
"20210509","중앙선","팔당","1665","1789","20210512"
"20210509","경춘선","평내호평","3622","3535","20210512"
"20210509","과천선","평촌","5716","5682","20210512"
"20210509","경부선","평택","11193","11495","20210512"
"20210509","경부선","평택지제","2093","1813","20210512"
"20210509","경의선","풍산","3518","3240","20210512"
"20210509","7호선","하계","8792","8261","20210512"
"20210509","5호선","하남검단산","4581","4569","20210512"
"20210509","5호선","하남시청(덕풍?신장)","3555","3338","20210512"
"20210509","5호선","하남풍산","2127","2026","20210512"
"20210509","7호선","학동","4926","5328","20210512"
"20210509","3호선","학여울","2526","2861","20210512"
"20210509","6호선","한강진","4521","5555","20210512"
"20210509","경원선","한남","1957","1963","20210512"
"20210509","안산선","한대앞","5317","5071","20210512"
"20210509","4호선","한성대입구(삼선교)","7287","7559","20210512"
"20210509","9호선2~3단계","한성백제","1277","1154","20210512"
"20210509","2호선","한양대","2109","2392","20210512"
"20210509","분당선","한티","7608","7474","20210512"
"20210509","2호선","합정","17873","19468","20210512"
"20210509","6호선","합정","8641","7676","20210512"
"20210509","5호선","행당","3880","3551","20210512"
"20210509","경의선","행신","4187","3894","20210512"
"20210509","4호선","혜화","19550","20797","20210512"
"20210509","수인선","호구포","1810","1902","20210512"
"20210509","2호선","홍대입구","44273","45515","20210512"
"20210509","경의선","홍대입구","1559","1973","20210512"
"20210509","공항철도 1호선","홍대입구","9324","8928","20210512"
"20210509","3호선","홍제","8916","8566","20210512"
"20210509","우이신설선","화계","2069","1920","20210512"
"20210509","5호선","화곡","13498","13079","20210512"
"20210509","6호선","화랑대(서울여대입구)","5163","4469","20210512"
"20210509","경부선","화서","3876","3769","20210512"
"20210509","경의선","화전","810","843","20210512"
"20210509","일산선","화정","9172","9354","20210512"
"20210509","중앙선","회기","14102","15055","20210512"
"20210509","경원선","회룡","7253","7160","20210512"
"20210509","4호선","회현(남대문시장)","7409","7935","20210512"
"20210509","6호선","효창공원앞","3243","2867","20210512"
"20210509","경의선","효창공원앞","1244","1456","20210512"
"20210509","9호선","흑석(중앙대입구)","3596","3859","20210512"
"20210508","우이신설선","4.19민주묘지","2063","1913","20210511"
"20210508","경원선","가능","4632","4490","20210511"
"20210508","3호선","가락시장","5146","4762","20210511"
"20210508","8호선","가락시장","4969","4873","20210511"
"20210508","7호선","가산디지털단지","13281","11922","20210511"
"20210508","경부선","가산디지털단지","5462","7251","20210511"
"20210508","9호선","가양","12360","11685","20210511"
"20210508","우이신설선","가오리","2639","2613","20210511"
"20210508","경의선","가좌","3262","3185","20210511"
"20210508","분당선","가천대","4172","4453","20210511"
"20210508","경춘선","가평","1594","1888","20210511"
"20210508","경인선","간석","3898","3828","20210511"
"20210508","경춘선","갈매","1812","1537","20210511"
"20210508","2호선","강남","48809","47951","20210511"
"20210508","분당선","강남구청","4384","5044","20210511"
"20210508","7호선","강남구청","8293","8935","20210511"
"20210508","5호선","강동","10434","9664","20210511"
"20210508","8호선","강동구청","5113","5229","20210511"
"20210508","경의선","강매","1711","1561","20210511"
"20210508","2호선","강변(동서울터미널)","21478","24254","20210511"
"20210508","5호선","강일","1914","1878","20210511"
"20210508","경춘선","강촌","646","669","20210511"
"20210508","5호선","개롱","3656","3904","20210511"
"20210508","경인선","개봉","14678","14599","20210511"
"20210508","분당선","개포동","2200","2210","20210511"
"20210508","9호선","개화","1280","1054","20210511"
"20210508","5호선","개화산","3296","3319","20210511"
"20210508","5호선","거여","4620","4558","20210511"
"20210508","7호선","건대입구","8892","9266","20210511"
"20210508","2호선","건대입구","28033","28751","20210511"
"20210508","공항철도 1호선","검암","4065","4109","20210511"
"20210508","경강선","경기광주","4260","4342","20210511"
"20210508","과천선","경마공원","974","968","20210511"
"20210508","3호선","경복궁(정부서울청사)","11086","11120","20210511"
"20210508","3호선","경찰병원","3245","3142","20210511"
"20210508","공항철도 1호선","계양","5554","5271","20210511"
"20210508","5호선","고덕","5351","5335","20210511"
"20210508","6호선","고려대(종암)","4911","4542","20210511"
"20210508","수인선","고색","1924","1950","20210511"
"20210508","7호선","고속터미널","11934","9782","20210511"
"20210508","3호선","고속터미널","40874","45879","20210511"
"20210508","9호선","고속터미널","10543","15869","20210511"
"20210508","안산선","고잔","5264","5289","20210511"
"20210508","경의선","곡산","325","371","20210511"
"20210508","경강선","곤지암","1696","1919","20210511"
"20210508","6호선","공덕","8153","7831","20210511"
"20210508","공항철도 1호선","공덕","1211","1594","20210511"
"20210508","5호선","공덕","5866","5711","20210511"
"20210508","경의선","공덕","1813","1540","20210511"
"20210508","7호선","공릉(서울과학기술대)","7836","7677","20210511"
"20210508","9호선","공항시장","1878","2062","20210511"
"20210508","공항철도 1호선","공항화물청사","1249","1272","20210511"
"20210508","과천선","과천","3333","3154","20210511"
"20210508","경부선","관악","4916","4728","20210511"
"20210508","5호선","광나루(장신대)","7879","7536","20210511"
"20210508","경부선","광명","1947","1937","20210511"
"20210508","7호선","광명사거리","15162","15404","20210511"
"20210508","경원선","광운대","5274","5008","20210511"
"20210508","5호선","광화문(세종문화회관)","10727","11015","20210511"
"20210508","6호선","광흥창(서강)","4469","4191","20210511"
"20210508","3호선","교대(법원.검찰청)","5633","3357","20210511"
"20210508","2호선","교대(법원.검찰청)","14488","16249","20210511"
"20210508","경부선","구로","11781","11913","20210511"
"20210508","2호선","구로디지털단지","29413","28452","20210511"
"20210508","분당선","구룡","1041","988","20210511"
"20210508","중앙선","구리","8996","9349","20210511"
"20210508","9호선","구반포","1674","1759","20210511"
"20210508","6호선","구산","4802","3597","20210511"
"20210508","분당선","구성","2597","2782","20210511"
"20210508","2호선","구의(광진구청)","13839","13427","20210511"
"20210508","경인선","구일","3797","3688","20210511"
"20210508","3호선","구파발","12792","12893","20210511"
"20210508","중앙선","국수","613","710","20210511"
"20210508","9호선","국회의사당","3126","3190","20210511"
"20210508","7호선","군자(능동)","9600","7191","20210511"
"20210508","5호선","군자(능동)","7295","7825","20210511"
"20210508","경부선","군포","3925","3699","20210511"
"20210508","경춘선","굴봉산","220","242","20210511"
"20210508","7호선","굴포천","5775","6049","20210511"
"20210508","5호선","굽은다리(강동구민회관앞)","6059","5797","20210511"
"20210508","경춘선","금곡","1033","954","20210511"
"20210508","경의선","금릉","3171","3123","20210511"
"20210508","경부선","금정","15630","15704","20210511"
"20210508","경부선","금천구청","7366","7370","20210511"
"20210508","경의선","금촌","4895","4801","20210511"
"20210508","3호선","금호","5406","5068","20210511"
"20210508","분당선","기흥","5623","5355","20210511"
"20210508","5호선","길동","5253","5394","20210511"
"20210508","4호선","길음","12478","11711","20210511"
"20210508","경춘선","김유정","443","546","20210511"
"20210508","5호선","김포공항","6862","6939","20210511"
"20210508","9호선","김포공항","7171","11597","20210511"
"20210508","공항철도 1호선","김포공항","10056","5768","20210511"
"20210508","5호선","까치산","19247","18224","20210511"
"20210508","7호선","까치울","4889","4926","20210511"
"20210508","2호선","낙성대(강감찬)","18260","16344","20210511"
"20210508","7호선","남구로","7938","8491","20210511"
"20210508","수인선","남동인더스파크","953","869","20210511"
"20210508","3호선","남부터미널(예술의전당)","17897","19471","20210511"
"20210508","7호선","남성","7007","6542","20210511"
"20210508","경부선","남영","4823","4844","20210511"
"20210508","경춘선","남춘천","2141","2287","20210511"
"20210508","4호선","남태령","882","626","20210511"
"20210508","8호선","남한산성입구(성남법원.검찰청)","8105","7373","20210511"
"20210508","7호선","내방","7070","6980","20210511"
"20210508","9호선","노들","2749","2354","20210511"
"20210508","9호선","노량진","18187","17586","20210511"
"20210508","경부선","노량진","7134","6406","20210511"
"20210508","4호선","노원","14041","15364","20210511"
"20210508","7호선","노원","13877","14545","20210511"
"20210508","3호선","녹번","8872","7836","20210511"
"20210508","6호선","녹사평(용산구청)","4055","4112","20210511"
"20210508","경원선","녹양","3107","3025","20210511"
"20210508","경원선","녹천","3234","2676","20210511"
"20210508","7호선","논현","10372","10722","20210511"
"20210508","경의선","능곡","2453","2373","20210511"
"20210508","8호선","단대오거리","6749","6374","20210511"
"20210508","수인선","달월","57","58","20210511"
"20210508","5호선","답십리","9234","8420","20210511"
"20210508","4호선","당고개","9051","8525","20210511"
"20210508","2호선","당산","10158","11028","20210511"
"20210508","9호선","당산","10119","9353","20210511"
"20210508","경부선","당정","3542","3464","20210511"
"20210508","일산선","대곡","1177","973","20210511"
"20210508","과천선","대공원","3790","3851","20210511"
"20210508","2호선","대림(구로구청)","16284","17742","20210511"
"20210508","7호선","대림(구로구청)","6412","6913","20210511"
"20210508","분당선","대모산입구","2137","1982","20210511"
"20210508","경부선","대방","6909","6795","20210511"
"20210508","경춘선","대성리","557","517","20210511"
"20210508","안산선","대야미","3403","2974","20210511"
"20210508","3호선","대청","5013","4503","20210511"
"20210508","3호선","대치","8491","7533","20210511"
"20210508","일산선","대화","8323","7551","20210511"
"20210508","6호선","대흥(서강대앞)","4716","4563","20210511"
"20210508","경원선","덕계","1885","1789","20210511"
"20210508","중앙선","덕소","3836","4039","20210511"
"20210508","경원선","덕정","3909","3780","20210511"
"20210508","분당선","도곡","3287","3062","20210511"
"20210508","3호선","도곡","2875","2939","20210511"
"20210508","중앙선","도농","5628","5613","20210511"
"20210508","2호선","도림천","695","763","20210511"
"20210508","경원선","도봉","3808","3756","20210511"
"20210508","경원선","도봉산","7245","4924","20210511"
"20210508","7호선","도봉산","5410","7588","20210511"
"20210508","중앙선","도심","1380","1262","20210511"
"20210508","경인선","도원","1882","1908","20210511"
"20210508","경인선","도화","2794","2600","20210511"
"20210508","3호선","독립문","4864","4964","20210511"
"20210508","6호선","독바위","1784","1837","20210511"
"20210508","경부선","독산","7370","7348","20210511"
"20210508","6호선","돌곶이","5437","5219","20210511"
"20210508","1호선","동대문","9730","8876","20210511"
"20210508","4호선","동대문","12093","11718","20210511"
"20210508","2호선","동대문역사문화공원(DDP)","8367","8483","20210511"
"20210508","4호선","동대문역사문화공원(DDP)","8834","7408","20210511"
"20210508","5호선","동대문역사문화공원(DDP)","763","970","20210511"
"20210508","3호선","동대입구","4429","4664","20210511"
"20210508","경원선","동두천","1417","1964","20210511"
"20210508","경원선","동두천중앙","2344","2452","20210511"
"20210508","6호선","동묘앞","7191","6551","20210511"
"20210508","1호선","동묘앞","10080","10197","20210511"
"20210508","경인선","동암","11218","11730","20210511"
"20210508","경인선","동인천","9971","9938","20210511"
"20210508","4호선","동작(현충원)","1618","1734","20210511"
"20210508","9호선","동작(현충원)","1402","1120","20210511"
"20210508","경부선","두정","4640","4661","20210511"
"20210508","5호선","둔촌동","5416","5434","20210511"
"20210508","9호선2~3단계","둔촌오륜","548","532","20210511"
"20210508","9호선","등촌","6368","5986","20210511"
"20210508","6호선","디지털미디어시티","6258","6410","20210511"
"20210508","공항철도 1호선","디지털미디어시티","4468","4103","20210511"
"20210508","경의선","디지털미디어시티","1665","1449","20210511"
"20210508","2호선","뚝섬","11069","11108","20210511"
"20210508","7호선","뚝섬유원지","7607","7629","20210511"
"20210508","5호선","마곡","4458","4438","20210511"
"20210508","9호선","마곡나루(서울식물원)","6387","6196","20210511"
"20210508","공항철도 1호선","마곡나루(서울식물원)","2649","2785","20210511"
"20210508","일산선","마두","4271","4287","20210511"
"20210508","7호선","마들","8102","7553","20210511"
"20210508","경춘선","마석","3238","3375","20210511"
"20210508","5호선","마장","3316","3296","20210511"
"20210508","5호선","마천","3972","4013","20210511"
"20210508","5호선","마포","6208","6294","20210511"
"20210508","6호선","마포구청","8482","7287","20210511"
"20210508","중앙선","망우","5617","5608","20210511"
"20210508","6호선","망원","10624","11426","20210511"
"20210508","경원선","망월사","4973","5090","20210511"
"20210508","분당선","망포","7694","7093","20210511"
"20210508","분당선","매교","1841","1840","20210511"
"20210508","3호선","매봉","5006","4873","20210511"
"20210508","분당선","매탄권선","3001","2927","20210511"
"20210508","7호선","먹골","6904","6761","20210511"
"20210508","7호선","면목","10208","10166","20210511"
"20210508","4호선","명동","9320","10177","20210511"
"20210508","5호선","명일","5132","5148","20210511"
"20210508","경부선","명학","4415","4156","20210511"
"20210508","분당선","모란","13621","13361","20210511"
"20210508","8호선","모란","3023","2533","20210511"
"20210508","5호선","목동","9950","10124","20210511"
"20210508","8호선","몽촌토성(평화의문)","3339","3366","20210511"
"20210508","3호선","무악재","2331","2291","20210511"
"20210508","2호선","문래","9664","9970","20210511"
"20210508","경의선","문산","3990","4208","20210511"
"20210508","8호선","문정","7145","7171","20210511"
"20210508","분당선","미금","9306","9662","20210511"
"20210508","5호선","미사","9299","9066","20210511"
"20210508","4호선","미아(서울사이버대학)","9864","9360","20210511"
"20210508","4호선","미아사거리","19834","19242","20210511"
"20210508","안산선","반월","3002","2883","20210511"
"20210508","7호선","반포","3993","3928","20210511"
"20210508","5호선","발산","11390","11964","20210511"
"20210508","2호선","방배","8499","8811","20210511"
"20210508","5호선","방이","4375","4463","20210511"
"20210508","경원선","방학","6692","6573","20210511"
"20210508","5호선","방화","4201","4019","20210511"
"20210508","장항선","배방","793","765","20210511"
"20210508","경의선","백마","3921","3698","20210511"
"20210508","일산선","백석","6369","6562","20210511"
"20210508","경춘선","백양리","126","111","20210511"
"20210508","경인선","백운","5091","5008","20210511"
"20210508","6호선","버티고개","1363","1346","20210511"
"20210508","과천선","범계","16513","16073","20210511"
"20210508","경춘선","별내","2036","1895","20210511"
"20210508","경부선","병점","10163","10036","20210511"
"20210508","7호선","보라매","5711","5337","20210511"
"20210508","6호선","보문","4658","4033","20210511"
"20210508","우이신설선","보문","1005","1054","20210511"
"20210508","경원선","보산","1741","1631","20210511"
"20210508","분당선","보정","1391","1239","20210511"
"20210508","8호선","복정","5660","4937","20210511"
"20210508","장항선","봉명","713","672","20210511"
"20210508","9호선2~3단계","봉은사","7598","7583","20210511"
"20210508","2호선","봉천","14901","13768","20210511"
"20210508","6호선","봉화산(서울의료원)","4648","4518","20210511"
"20210508","경인선","부개","5767","5548","20210511"
"20210508","경강선","부발","1400","1341","20210511"
"20210508","경인선","부천","25263","26215","20210511"
"20210508","7호선","부천시청","8290","8220","20210511"
"20210508","7호선","부천종합운동장","3021","2722","20210511"
"20210508","경인선","부평","26057","28207","20210511"
"20210508","7호선","부평구청","6317","5750","20210511"
"20210508","우이신설선","북한산보국문","4351","3782","20210511"
"20210508","우이신설선","북한산우이","2775","2831","20210511"
"20210508","6호선","불광","3272","3054","20210511"
"20210508","3호선","불광","11030","12168","20210511"
"20210508","7호선","사가정","11398","11200","20210511"
"20210508","2호선","사당","22669","25095","20210511"
"20210508","4호선","사당","15911","13893","20210511"
"20210508","경춘선","사릉","2072","1983","20210511"
"20210508","수인선","사리","2906","2541","20210511"
"20210508","9호선","사평","1844","1742","20210511"
"20210508","안산선","산본","10335","11358","20210511"
"20210508","8호선","산성","3984","4028","20210511"
"20210508","4호선","삼각지","2322","2811","20210511"
"20210508","6호선","삼각지","3581","2768","20210511"
"20210508","경강선","삼동","1314","1251","20210511"
"20210508","7호선","삼산체육관","2993","2807","20210511"
"20210508","2호선","삼성(무역센터)","21454","21502","20210511"
"20210508","9호선2~3단계","삼성중앙","2495","2491","20210511"
"20210508","일산선","삼송","12308","12120","20210511"
"20210508","우이신설선","삼양","1443","1498","20210511"
"20210508","우이신설선","삼양사거리","1684","1661","20210511"
"20210508","9호선2~3단계","삼전","4157","3779","20210511"
"20210508","분당선","상갈","3487","3529","20210511"
"20210508","4호선","상계","12443","11905","20210511"
"20210508","7호선","상도","6607","6092","20210511"
"20210508","7호선","상동","8607","8811","20210511"
"20210508","안산선","상록수","11163","11277","20210511"
"20210508","중앙선","상봉(시외버스터미널)","4621","4659","20210511"
"20210508","7호선","상봉(시외버스터미널)","11731","11207","20210511"
"20210508","6호선","상수","6059","6899","20210511"
"20210508","2호선","상왕십리","8300","7719","20210511"
"20210508","6호선","상월곡(한국과학기술연구원)","3772","3246","20210511"
"20210508","5호선","상일동","8232","7803","20210511"
"20210508","경춘선","상천","313","313","20210511"
"20210508","6호선","새절(신사)","7902","7411","20210511"
"20210508","9호선","샛강","2202","2284","20210511"
"20210508","경의선","서강대","1445","1360","20210511"
"20210508","5호선","서대문","5654","5427","20210511"
"20210508","경부선","서동탄","905","924","20210511"
"20210508","경원선","서빙고","1171","1003","20210511"
"20210508","2호선","서울대입구(관악구청)","31789","29556","20210511"
"20210508","분당선","서울숲","6317","6413","20210511"
"20210508","공항철도 1호선","서울역","5969","6415","20210511"
"20210508","경의선","서울역","1082","1201","20210511"
"20210508","1호선","서울역","24691","26067","20210511"
"20210508","4호선","서울역","4390","9689","20210511"
"20210508","경부선","서울역","4620","1497","20210511"
"20210508","경부선","서정리","5385","4638","20210511"
"20210508","2호선","서초","8609","7193","20210511"
"20210508","분당선","서현","15338","15370","20210511"
"20210508","6호선","석계","7807","7774","20210511"
"20210508","경원선","석계","5668","6098","20210511"
"20210508","경부선","석수","5926","5490","20210511"
"20210508","8호선","석촌","4880","5728","20210511"
"20210508","9호선2~3단계","석촌","5425","4560","20210511"
"20210508","9호선2~3단계","석촌고분","3566","3352","20210511"
"20210508","2호선","선릉","19438","17034","20210511"
"20210508","분당선","선릉","4292","6312","20210511"
"20210508","과천선","선바위","4312","3981","20210511"
"20210508","9호선","선유도","3279","3121","20210511"
"20210508","분당선","선정릉","2999","2981","20210511"
"20210508","9호선2~3단계","선정릉","4158","4385","20210511"
"20210508","경부선","성균관대","8690","8509","20210511"
"20210508","2호선","성수","13643","15297","20210511"
"20210508","우이신설선","성신여대입구(돈암)","2404","2766","20210511"
"20210508","4호선","성신여대입구(돈암)","14544","13588","20210511"
"20210508","경부선","성환","2694","2572","20210511"
"20210508","경부선","세류","2209","2152","20210511"
"20210508","경부선","세마","1890","1703","20210511"
"20210508","경강선","세종대왕릉","239","311","20210511"
"20210508","수인선","소래포구","4639","4716","20210511"
"20210508","경인선","소사","6773","6667","20210511"
"20210508","경원선","소요산","3308","2908","20210511"
"20210508","우이신설선","솔밭공원","1575","1539","20210511"
"20210508","우이신설선","솔샘","3196","2999","20210511"
"20210508","경인선","송내","15445","15626","20210511"
"20210508","수인선","송도","1791","1831","20210511"
"20210508","5호선","송정","4571","4450","20210511"
"20210508","경부선","송탄","4409","3911","20210511"
"20210508","8호선","송파","4305","4313","20210511"
"20210508","9호선2~3단계","송파나루","3160","3240","20210511"
"20210508","분당선","수내","7450","7091","20210511"
"20210508","7호선","수락산","8805","8717","20210511"
"20210508","안산선","수리산","2541","2258","20210511"
"20210508","경의선","수색","1219","1204","20210511"
"20210508","분당선","수서","8578","9245","20210511"
"20210508","3호선","수서","10889","11415","20210511"
"20210508","분당선","수원","6413","5337","20210511"
"20210508","경부선","수원","31630","33937","20210511"
"20210508","분당선","수원시청","9027","9410","20210511"
"20210508","4호선","수유(강북구청)","23346","23270","20210511"
"20210508","8호선","수진","3588","3245","20210511"
"20210508","4호선","숙대입구(갈월)","7248","6842","20210511"
"20210508","7호선","숭실대입구(살피재)","7295","7229","20210511"
"20210508","수인선","숭의","2383","2243","20210511"
"20210508","2호선","시청","6343","5138","20210511"
"20210508","1호선","시청","8022","8383","20210511"
"20210508","분당선","신갈","2324","2388","20210511"
"20210508","5호선","신금호","3629","3746","20210511"
"20210508","5호선","신길","2105","2110","20210511"
"20210508","경부선","신길","5723","4744","20210511"
"20210508","안산선","신길온천","1254","1260","20210511"
"20210508","경춘선","신내","972","1027","20210511"
"20210508","9호선","신논현","20246","19588","20210511"
"20210508","2호선","신답","780","840","20210511"
"20210508","6호선","신당","5365","4391","20210511"
"20210508","2호선","신당","9388","9545","20210511"
"20210508","2호선","신대방","17666","16951","20210511"
"20210508","7호선","신대방삼거리","10193","9526","20210511"
"20210508","경부선","신도림","2608","2674","20210511"
"20210508","2호선","신도림","33033","32696","20210511"
"20210508","경강선","신둔도예촌","864","968","20210511"
"20210508","2호선","신림","43343","40596","20210511"
"20210508","9호선","신목동","2068","1730","20210511"
"20210508","9호선","신반포","2107","1941","20210511"
"20210508","9호선","신방화","4111","3912","20210511"
"20210508","3호선","신사","20056","20188","20210511"
"20210508","우이신설선","신설동","1322","1214","20210511"
"20210508","2호선","신설동","2629","2570","20210511"
"20210508","1호선","신설동","8313","7849","20210511"
"20210508","4호선","신용산","7636","8318","20210511"
"20210508","중앙선","신원","271","205","20210511"
"20210508","경원선","신이문","5696","5309","20210511"
"20210508","5호선","신정(은행정)","7935","6929","20210511"
"20210508","2호선","신정네거리","6318","6478","20210511"
"20210508","7호선","신중동","8362","8323","20210511"
"20210508","장항선","신창(순천향대)","1150","1032","20210511"
"20210508","2호선","신촌","24080","23949","20210511"
"20210508","경의선","신촌","299","319","20210511"
"20210508","수인선","신포","1131","1203","20210511"
"20210508","7호선","신풍","7441","7233","20210511"
"20210508","8호선","신흥","3259","3388","20210511"
"20210508","4호선","쌍문","19323","18025","20210511"
"20210508","장항선","쌍용(나사렛대)","1418","1260","20210511"
"20210508","장항선","아산","2384","2304","20210511"
"20210508","중앙선","아신","608","635","20210511"
"20210508","5호선","아차산(어린이대공원후문)","11090","11093","20210511"
"20210508","2호선","아현","6534","6212","20210511"
"20210508","3호선","안국","10244","11357","20210511"
"20210508","안산선","안산","9137","9290","20210511"
"20210508","6호선","안암(고대병원앞)","5966","5413","20210511"
"20210508","경부선","안양","14973","15396","20210511"
"20210508","8호선","암사","10819","10199","20210511"
"20210508","3호선","압구정","21850","22445","20210511"
"20210508","분당선","압구정로데오","14906","16315","20210511"
"20210508","5호선","애오개","3208","3066","20210511"
"20210508","경의선","야당","4573","4506","20210511"
"20210508","수인선","야목","199","177","20210511"
"20210508","분당선","야탑","13991","15378","20210511"
"20210508","3호선","약수","7931","7443","20210511"
"20210508","6호선","약수","2094","2091","20210511"
"20210508","중앙선","양수","1899","2013","20210511"
"20210508","중앙선","양원","1041","1051","20210511"
"20210508","3호선","양재(서초구청)","17106","18157","20210511"
"20210508","중앙선","양정","580","522","20210511"
"20210508","경원선","양주","5437","5590","20210511"
"20210508","2호선","양천구청","3981","4152","20210511"
"20210508","9호선","양천향교","5063","4827","20210511"
"20210508","5호선","양평","3175","2959","20210511"
"20210508","중앙선","양평","3329","3652","20210511"
"20210508","7호선","어린이대공원(세종대)","8903","8190","20210511"
"20210508","수인선","어천","598","497","20210511"
"20210508","9호선2~3단계","언주","4626","4606","20210511"
"20210508","5호선","여의나루","10717","12218","20210511"
"20210508","5호선","여의도","9535","9674","20210511"
"20210508","9호선","여의도","9743","9084","20210511"
"20210508","경강선","여주","1833","2206","20210511"
"20210508","경인선","역곡","17829","18067","20210511"
"20210508","2호선","역삼","16180","16850","20210511"
"20210508","6호선","역촌","2247","2671","20210511"
"20210508","수인선","연수","3178","3285","20210511"
"20210508","3호선","연신내","26340","24868","20210511"
"20210508","9호선","염창","9964","9311","20210511"
"20210508","경부선","영등포","31509","32741","20210511"
"20210508","2호선","영등포구청","10017","10170","20210511"
"20210508","5호선","영등포구청","1743","1672","20210511"
"20210508","5호선","영등포시장","5767","5945","20210511"
"20210508","공항철도 1호선","영종","2415","2527","20210511"
"20210508","분당선","영통","5625","5410","20210511"
"20210508","5호선","오금","1914","1796","20210511"
"20210508","3호선","오금","3190","3022","20210511"
"20210508","경인선","오류동","8176","7494","20210511"
"20210508","분당선","오리","6209","5115","20210511"
"20210508","5호선","오목교(목동운동장앞)","14670","15320","20210511"
"20210508","수인선","오목천","1617","1422","20210511"
"20210508","중앙선","오빈","260","313","20210511"
"20210508","경부선","오산","8290","7837","20210511"
"20210508","경부선","오산대","2385","2068","20210511"
"20210508","안산선","오이도","6483","6553","20210511"
"20210508","3호선","옥수","6090","6225","20210511"
"20210508","경원선","옥수","33","38","20210511"
"20210508","경인선","온수(성공회대입구)","4433","4114","20210511"
"20210508","7호선","온수(성공회대입구)","5154","5092","20210511"
"20210508","장항선","온양온천","3151","3348","20210511"
"20210508","5호선","올림픽공원(한국체대)","2442","2120","20210511"
"20210508","9호선2~3단계","올림픽공원(한국체대)","3358","3479","20210511"
"20210508","2호선","왕십리(성동구청)","11096","8932","20210511"
"20210508","5호선","왕십리(성동구청)","2955","3249","20210511"
"20210508","경원선","왕십리(성동구청)","10013","11266","20210511"
"20210508","경원선","외대앞","5851","5616","20210511"
"20210508","2호선","용답","1898","1754","20210511"
"20210508","2호선","용두(동대문구청)","1473","1415","20210511"
"20210508","7호선","용마산(용마폭포공원)","3896","3876","20210511"
"20210508","중앙선","용문","1924","2431","20210511"
"20210508","경부선","용산","26750","29444","20210511"
"20210508","5호선","우장산","8519","8667","20210511"
"20210508","중앙선","운길산","1015","1022","20210511"
"20210508","공항철도 1호선","운서","4908","4771","20210511"
"20210508","경의선","운정","4035","4015","20210511"
"20210508","일산선","원당","7360","7177","20210511"
"20210508","중앙선","원덕","404","471","20210511"
"20210508","수인선","원인재","3140","3348","20210511"
"20210508","일산선","원흥","6319","5964","20210511"
"20210508","경원선","월계","4283","3936","20210511"
"20210508","6호선","월곡(동덕여대)","6448","6412","20210511"
"20210508","수인선","월곶","1908","1848","20210511"
"20210508","6호선","월드컵경기장(성산)","3684","3789","20210511"
"20210508","경의선","월롱","1168","1159","20210511"
"20210508","2호선","을지로3가","7646","7680","20210511"
"20210508","3호선","을지로3가","3780","4039","20210511"
"20210508","2호선","을지로4가","5526","5587","20210511"
"20210508","5호선","을지로4가","2580","2821","20210511"
"20210508","2호선","을지로입구","15586","15525","20210511"
"20210508","경원선","응봉","1204","1018","20210511"
"20210508","6호선","응암","11165","11183","20210511"
"20210508","경부선","의왕","5092","4997","20210511"
"20210508","경원선","의정부","15085","15705","20210511"
"20210508","2호선","이대","8432","8288","20210511"
"20210508","분당선","이매","3534","3440","20210511"
"20210508","경강선","이매","728","546","20210511"
"20210508","7호선","이수","10125","9103","20210511"
"20210508","경강선","이천","2243","2519","20210511"
"20210508","경원선","이촌(국립중앙박물관)","2604","1951","20210511"
"20210508","4호선","이촌(국립중앙박물관)","4843","5511","20210511"
"20210508","6호선","이태원","9074","9635","20210511"
"20210508","과천선","인덕원","12271","12294","20210511"
"20210508","수인선","인천","1133","1875","20210511"
"20210508","경인선","인천","3601","2994","20210511"
"20210508","공항철도 1호선","인천공항1터미널","2423","2627","20210511"
"20210508","공항철도 1호선","인천공항2터미널","1449","1410","20210511"
"20210508","수인선","인천논현","3856","4001","20210511"
"20210508","수인선","인하대","3726","3508","20210511"
"20210508","경의선","일산","5741","5774","20210511"
"20210508","3호선","일원","4077","4071","20210511"
"20210508","경의선","임진강","48","41","20210511"
"20210508","2호선","잠실(송파구청)","49192","47232","20210511"
"20210508","8호선","잠실(송파구청)","10023","11566","20210511"
